"key","en","es","nl","fr"
garage:garage_system_desc,"The main vehicular access to the underground parking garage (-1 level) is powered by a ceiling-mounted Nice Spin electromechanical motor running along an overhead guide rail.","El acceso principal para vehículos al aparcamiento subterráneo (nivel -1) funciona mediante un motor electromecánico Nice Spin instalado en el techo, que se desplaza a lo largo de un carril guía aéreo.","De belangrijkste toegang voor voertuigen tot de ondergrondse parkeergarage (niveau -1) wordt aangedreven door een aan het plafond gemonteerde elektromechanische Nice Spin-motor die langs een bovenliggende geleiderail loopt.","L&#x27;accès principal pour les véhicules au parking souterrain (niveau -1) est assuré par un moteur électromécanique Nice Spin fixé au plafond, qui se déplace le long d&#x27;un rail de guidage aérien."
garage:garage_system_receiver,"When a key fob button is pressed, an encrypted radio signal is transmitted to the central control receiver located inside the locked communal plant room. The overhead motor unit handles mechanical lifting and lowering, while access permissions and authorization codes are stored inside the central receiver unit.","Al pulsar un botón del mando a distancia, se transmite una señal de radio encriptada al receptor de control central situado en el cuarto de máquinas comunitario, que se encuentra cerrado con llave. La unidad motora suspendida se encarga de la subida y bajada mecánicas, mientras que los permisos de acceso y los códigos de autorización se almacenan en la unidad receptora central.","Wanneer er op een knop van de afstandsbediening wordt gedrukt, wordt er een versleuteld radiosignaal verzonden naar de centrale ontvanger die zich in de afgesloten gemeenschappelijke technische ruimte bevindt. De motorunit boven het systeem zorgt voor het mechanisch omhoog- en omlaagbrengen, terwijl de toegangsrechten en autorisatiecodes in de centrale ontvanger zijn opgeslagen.","Lorsqu&#x27;on appuie sur un bouton du porte-clés, un signal radio crypté est transmis au récepteur de commande central situé à l&#x27;intérieur du local technique commun verrouillé. Le moteur suspendu assure les mouvements mécaniques de levage et d&#x27;abaissement, tandis que les droits d&#x27;accès et les codes d&#x27;autorisation sont stockés dans le récepteur central."
garage:garage_system_title,"1. Motor System & Access Architecture","1. Sistema de motores y arquitectura de acceso","1. Motorsysteem en toegangsarchitectuur","1. Système moteur et architecture d&#x27;accès"
garage:garage_warning_text,"Pull the release cord straight downward only. Never apply horizontal force or attempt to drag the gate using the cord, as sideways strain will shear the internal release lever mechanism.","Tira del cordón de apertura únicamente hacia abajo, en línea recta. Nunca ejerzas fuerza horizontal ni intentes arrastrar la verja con el cordón, ya que la tensión lateral provocará la rotura del mecanismo interno de la palanca de apertura.","Trek het ontgrendelingskoord uitsluitend recht naar beneden. Oefen nooit horizontale kracht uit en probeer het hek nooit aan het koord mee te slepen, aangezien zijdelingse belasting het interne ontgrendelingsmechanisme kan beschadigen.","Tirez la cordelette de déverrouillage uniquement vers le bas. N&#x27;exercez jamais de force horizontale et n&#x27;essayez jamais de tirer le portillon à l&#x27;aide de la cordelette, car une traction latérale risquerait d&#x27;endommager le mécanisme interne du levier de déverrouillage."
garage:garage_warning_title,"CRITICAL WARNING","ADVERTENCIA DE IMPORTANCIA CRÍTICA","BELANGRIJKE WAARSCHUWING","AVERTISSEMENT IMPORTANT"
garage:nav_about,"About","Acerca de","Over","À propos"
garage:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
garage:nav_documents,"Documents","Documentos","Documenten","Documents"
garage:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
garage:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
garage:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
garage:nav_garage,"Garage & Gate","Garaje y puerta","Garage &amp; Poort","Garage et portail"
garage:nav_home,"Home","Inicio","Home","Accueil"
garage:nav_insurance,"Insurance","Seguros","Verzekering","Assurance"
garage:nav_internet,"Internet","Internet","Internet","Internet"
garage:nav_keys,"Keys & Access","Llaves y acceso","Sleutels &amp; Toegang","Clés et accès"
garage:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
garage:nav_water,"Water","Agua","Water","Eau"
garage:tech_freq_label,"Operating Frequency:","Frecuencia de funcionamiento:","Werkfrequentie:","Fréquence de fonctionnement :"
garage:tech_freq_text,"Standardized 433.92 MHz radio frequency band.","Banda de radiofrecuencia normalizada de 433,92 MHz.","Gestandaardiseerde radiofrequentieband van 433,92 MHz.","Bande de fréquences radio normalisée à 433,92 MHz."
garage:tech_memory_label,"Memory Registration:","Registro de memoria:","Geheugenregistratie:","Enregistrement de la mémoire :"
garage:tech_memory_text,"Due to rolling-code security protocols, transmitters cannot be cloned over-the-air and must be explicitly paired into the central receiver memory database.","Debido a los protocolos de seguridad de código variable, los transmisores no pueden clonarse de forma inalámbrica y deben emparejarse explícitamente con la base de datos de la memoria del receptor central.","Vanwege beveiligingsprotocollen met wisselende codes kunnen zenders niet draadloos worden gekloond en moeten ze expliciet worden gekoppeld aan de database in het geheugen van de centrale ontvanger.","En raison des protocoles de sécurité à code tournant, les émetteurs ne peuvent pas être clonés par voie hertzienne et doivent être explicitement appairés dans la base de données de la mémoire du récepteur central."
garage:tech_rolling_label,"Rolling Code Security:","Seguridad con código variable:","Beveiliging met wisselende code:","Sécurité par code tournant :"
garage:tech_rolling_text,"Each transmission sends an encrypted, single-use code calculated via a rolling mathematical counter, preventing code interception and signal replay attacks.","Cada transmisión envía un código cifrado de un solo uso, calculado mediante un contador matemático progresivo, lo que impide la interceptación del código y los ataques de repetición de señal.","Bij elke verzending wordt een versleutelde code voor eenmalig gebruik verzonden, die wordt berekend aan de hand van een voortschrijdende wiskundige teller, waardoor het onderscheppen van de code en signaalherhalingsaanvallen worden voorkomen.","Chaque transmission envoie un code chiffré à usage unique, calculé à l&#x27;aide d&#x27;un compteur mathématique glissant, ce qui empêche l&#x27;interception du code et les attaques par rejeu de signal."
garage:tech_system_intro,"Summary of the radio communication protocol and security specifications powering the garage gate system:","Resumen del protocolo de comunicación por radio y de las especificaciones de seguridad que rigen el sistema de la puerta del garaje:","Overzicht van het radiocommunicatieprotocol en de beveiligingsspecificaties waarop het garagedeursysteem is gebaseerd:","Résumé du protocole de communication radio et des spécifications de sécurité régissant le système de porte de garage :"
garage:tech_system_title,"4. Technical Overview (Nice & Rolling Code System)","4. Descripción técnica (sistema «Nice &amp; Rolling Code»)","4. Technisch overzicht (Nice &amp; Rolling Code-systeem)","4. Présentation technique (système « Nice &amp; Rolling Code »)"
garage:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
index:card_about_desc,"General portal information for property owners.","Información general sobre el portal para propietarios.","Algemene informatie op het portaal voor eigenaren van onroerend goed.","Informations générales sur le portail destinées aux propriétaires."
index:card_contacts_desc,"Contact details for property management and emergencies.","Datos de contacto para la gestión inmobiliaria y en caso de emergencia.","Contactgegevens voor vastgoedbeheer en noodgevallen.","Coordonnées pour la gestion immobilière et les urgences."
index:card_documents_desc,"Draft building regulations ready for review and discussion.","El borrador de la normativa de construcción está listo para su revisión y debate.","Ontwerp van bouwvoorschriften klaar voor beoordeling en bespreking.","Projet de règlement de construction prêt à être examiné et débattu."
index:card_electricity_desc,"Details regarding meters, consumer units and infrastructure.","Información sobre contadores, cuadros de distribución e infraestructura.","Details over meters, verdeelkasten en infrastructuur.","Informations détaillées concernant les compteurs, les tableaux électriques et les infrastructures."
index:card_elevator_desc,"Elevator safety, emergency intercom, Otis specs, and door sensors.","Seguridad de los ascensores, intercomunicador de emergencia, especificaciones de Otis y sensores de puertas.","Liftveiligheid, noodintercom, technische specificaties van Otis en deursensoren.","Sécurité des ascenseurs, interphone d&#x27;urgence, caractéristiques techniques Otis et capteurs de porte."
index:card_emergency_desc,"Critical emergency numbers for Palomares & Vera region.","Números de emergencia imprescindibles para la región de Palomares y Vera.","Belangrijke noodnummers voor de regio Palomares en Vera.","Numéros d&#x27;urgence indispensables pour la région de Palomares et Vera."
index:card_garage_desc,"Nice Spin motor operations, emergency manual opening, and remotes.","Funcionamiento del motor «Nice Spin», apertura manual de emergencia y mandos a distancia.","Goede werking van de Spin-motor, handmatige noodontgrendeling en afstandsbedieningen.","Fonctionnement du moteur « Nice Spin », ouverture manuelle d&#x27;urgence et télécommandes."
index:card_insurance_desc,"The official building insurance document for Mirador del Mar.","El documento oficial del seguro del edificio «Mirador del Mar».","Het officiële verzekeringsdocument voor het gebouw Mirador del Mar.","Le document officiel d&#x27;assurance du bâtiment « Mirador del Mar »."
index:card_internet_desc,"Details of network infrastructure, full fibre and routers.","Información detallada sobre la infraestructura de red, la fibra óptica y los routers.","Informatie over de netwerkinfrastructuur, glasvezelverbindingen en routers.","Informations détaillées sur l&#x27;infrastructure réseau, la fibre optique et les routeurs."
index:card_keys_desc,"Information on technical keys and service rooms.","Información sobre llaves técnicas y salas de servicio.","Informatie over technische sleutels en dienstruimten.","Informations sur les locaux techniques et les locaux de service."
index:card_maintenance_desc,"General maintenance and cleaning information.","Información general sobre mantenimiento y limpieza.","Algemene informatie over onderhoud en schoonmaak.","Informations générales sur l&#x27;entretien et le nettoyage."
index:card_water_desc,"Details on mains supply, isolation valves and emergencies.","Información sobre el suministro de red, las válvulas de aislamiento y las situaciones de emergencia.","Informatie over de netvoeding, afsluitkleppen en noodsituaties.","Informations détaillées concernant l&#x27;alimentation électrique, les vannes d&#x27;isolement et les situations d&#x27;urgence."
index:nav_about,"About","Acerca de","Over","À propos"
index:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
index:nav_documents,"Documents","Documentos","Documenten","Documents"
index:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
index:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
index:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
index:nav_garage,"Garage & Gate","Garaje y puerta","Garage &amp; Poort","Garage et portail"
index:nav_home,"Home","Inicio","Home","Accueil"
index:nav_insurance,"Insurance","Seguros","Verzekeringen","Assurance"
index:nav_internet,"Internet","Internet","Internet","Internet"
index:nav_keys,"Keys & Access","Llaves y acceso","Sleutels &amp; Toegang","Clés et accès"
index:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
index:nav_water,"Water","Agua","Water","Eau"
index:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
index:welcome_sub,"Select a section below to access information and documents.","Selecciona una de las secciones siguientes para acceder a la información y a los documentos.","Kies hieronder een rubriek om informatie en documenten te bekijken.","Sélectionnez une rubrique ci-dessous pour accéder aux informations et aux documents."
index:welcome_title,"Building Information Portal","Portal de información sobre edificios","Informatieportaal voor gebouwen","Portail d&#x27;informations sur les bâtiments"
insurance:insurance_pdf,"Insurance Document (PDF)","Documento del seguro (PDF)","Verzekeringsdocument (PDF)","Document d&#x27;assurance (PDF)"
insurance:insurance_text,"The official insurance document for Mirador del Mar.","El documento oficial del seguro de Mirador del Mar.","Het officiële verzekeringsdocument voor Mirador del Mar.","Le document d&#x27;assurance officiel du Mirador del Mar."
insurance:insurance_title,"Building Insurance","Seguro de edificios","Gebouwverzekering","Assurance des bâtiments"
insurance:nav_about,"About","Acerca de","Over","À propos"
insurance:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
insurance:nav_documents,"Documents","Documentos","Documenten","Documents"
insurance:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
insurance:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
insurance:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
insurance:nav_garage,"Garage & Gate","Garaje y puerta","Garage &amp; Poort","Garage et portail"
insurance:nav_home,"Home","Inicio","Home","Accueil"
insurance:nav_insurance,"Insurance","Seguros","Verzekering","Assurance"
insurance:nav_internet,"Internet","Internet","Internet","Internet"
insurance:nav_keys,"Technical Room Keys","Claves técnicas de la sala","Sleutels voor technische ruimtes","Clés des locaux techniques"
insurance:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
insurance:nav_water,"Water","Agua","Water","Eau"
insurance:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
internet:internet_capacity,"Splitter Capacity: 1:8 Splitter Box (Accommodates up to 8 active subscriber lines)","Capacidad del divisor: Caja divisora 1:8 (admite hasta 8 líneas de abonado activas)","Capaciteit van de splitter: 1:8-splitterbox (geschikt voor maximaal 8 actieve abonneelijnen)","Capacité du répartiteur : répartiteur 1:8 (pouvant prendre en charge jusqu&#x27;à 8 lignes d&#x27;abonnés actives)"
internet:internet_gallery_title,"Installation Reference Photos","Fotos de referencia de la instalación","Foto’s ter illustratie van de installatie","Photos de référence de l&#x27;installation"
internet:internet_guide_intro,"To ensure a smooth deployment when activating a new subscriber line within the complex, technicians should follow the standardized routing paths outlined below:","Para garantizar una instalación sin problemas al activar una nueva línea de abonado dentro del complejo, los técnicos deben seguir las rutas estandarizadas que se describen a continuación:","Om een soepele implementatie te garanderen bij het activeren van een nieuwe abonneelijn binnen het complex, dienen technici de hieronder beschreven gestandaardiseerde routingspaden te volgen:","Afin de garantir un déploiement sans heurts lors de l&#x27;activation d&#x27;une nouvelle ligne d&#x27;abonné au sein du complexe, les techniciens doivent suivre les itinéraires standardisés décrits ci-dessous :"
internet:internet_guide_title,"Fiber Installation Guide (For Technicians)","Guía de instalación de fibra óptica (para técnicos)","Handleiding voor de installatie van glasvezel (voor technici)","Guide d&#x27;installation de la fibre optique (destiné aux techniciens)"
internet:internet_photo_1,"Main Technical Room – Fiber Splitter Box (Enclosed)","Sala técnica principal – Caja divisora de fibra óptica (cerrada)","Hoofdtechnische ruimte – Glasvezelverdelerkast (afgesloten)","Salle technique principale – Boîtier de répartition de fibre optique (en caisson)"
internet:internet_photo_2,"Avanza 1:8 Splitter Box (Internal Dashboard View)","Caja de derivación Avanza 1:8 (vista interna del salpicadero)","Avanza 1:8-splitterbox (interieurbeeld vanaf het dashboard)","Boîtier de dérivation Avanza 1:8 (vue interne du tableau de bord)"
internet:internet_photo_3,"Floor Technical Cabinet & Apartment Entry Point","Armario técnico de planta y punto de entrada al piso","Technische kast op de verdieping en toegangspunt van het appartement","Armoire technique au rez-de-chaussée et point d&#x27;entrée de l&#x27;appartement"
internet:internet_photo_4,"Ceiling Distribution Box (-1 Garage Level, near Elevator)","Caja de distribución de techo (nivel -1 del garaje, cerca del ascensor)","Verdeelkast aan het plafond (-1 garageniveau, bij de lift)","Boîtier de dérivation au plafond (niveau -1 du garage, près de l&#x27;ascenseur)"
internet:internet_photo_lbl_1,"Photo 1:","Foto 1:","Foto 1:","Photo 1 :"
internet:internet_photo_lbl_2,"Photo 2:","Foto 2:","Foto 2:","Photo 2 :"
internet:internet_photo_lbl_3,"Photo 3:","Foto 3:","Foto 3:","Photo 3 :"
internet:internet_photo_lbl_4,"Photo 4:","Foto 4:","Foto 4:","Photo 4 :"
internet:internet_provider_title,"Provider & System Architecture","Proveedor y arquitectura del sistema","Provider- en systeemarchitectuur","Fournisseurs et architecture système"
internet:internet_step_1,"Accessing the Main Technical Room: Fiber feeds enter the building at the far end of the underground garage (-1 level). As this room remains locked for security, physical access keys must be obtained directly from Rudi (App 3B, Mobile: +32488421402) or Francisca (App 3A|4A, WhatsApp only: +34677549202).","Acceso a la sala técnica principal: Las entradas de fibra óptica acceden al edificio por el extremo más alejado del aparcamiento subterráneo (nivel -1). Dado que esta sala permanece cerrada con llave por motivos de seguridad, las llaves de acceso físico deben solicitarse directamente a Rudi (despacho 3B, móvil: +32488421402) o a Francisca (despacho 3A|4A, solo por WhatsApp: +34677549202).","Toegang tot de hoofdtechnische ruimte: De glasvezelkabels komen het gebouw binnen aan het uiteinde van de ondergrondse parkeergarage (niveau -1). Aangezien deze ruimte om veiligheidsredenen afgesloten blijft, moeten fysieke sleutels rechtstreeks worden aangevraagd bij Rudi (App 3B, mobiel: +32488421402) of Francisca (App 3A|4A, uitsluitend via WhatsApp: +34677549202).","Accès à la salle technique principale : les câbles à fibre optique pénètrent dans le bâtiment à l&#x27;extrémité du parking souterrain (niveau -1). Cette salle étant verrouillée pour des raisons de sécurité, les clés d&#x27;accès physique doivent être obtenues directement auprès de Rudi (App 3B, portable : +32488421402) ou de Francisca (App 3A|4A, WhatsApp uniquement : +34677549202)."
internet:internet_step_2,"Connecting to the Splitter Box: Inside the technical room, fiber optic splitter boxes are mounted securely along the right-hand wall. Provider networks (such as Avanza Fibra) utilize a 1:8 ratio splitter box (refer to Photo 1 & 2).","Conexión a la caja divisora: En el interior de la sala técnica, las cajas divisoras de fibra óptica están fijadas de forma segura a lo largo de la pared derecha. Las redes de los proveedores (como Avanza Fibra) utilizan una caja divisora con una relación de 1:8 (véanse las fotos 1 y 2).","Aansluiting op de splitterbox: In de technische ruimte zijn glasvezel-splitterboxen stevig bevestigd langs de rechterwand. Netwerken van providers (zoals Avanza Fibra) maken gebruik van een splitterbox met een verhouding van 1:8 (zie foto 1 en 2).","Raccordement au répartiteur : À l&#x27;intérieur du local technique, les répartiteurs à fibre optique sont solidement fixés le long du mur de droite. Les réseaux des fournisseurs (tels qu&#x27;Avanza Fibra) utilisent un répartiteur avec un rapport de 1:8 (voir photos 1 et 2)."
internet:internet_step_3,"Routing from Floor Cabinets: The cleanest distribution path begins at the floor-level technical cabinet (accessible behind the white square door on the left wall adjacent to the elevator). Please note: Cabinet doors on the 2nd and 3rd floors are currently awaiting repair; once restored, access keys will be accessible via the central garage keybox.","Trazado desde los armarios del suelo: La ruta de distribución más ordenada comienza en el armario técnico situado a nivel del suelo (accesible tras la puerta cuadrada blanca de la pared izquierda, junto al ascensor). Nota: Las puertas de los armarios de la 2.ª y la 3.ª planta están actualmente a la espera de reparación; una vez reparadas, las llaves de acceso estarán disponibles en la caja de llaves central del garaje.","Kabelgeleiding vanuit vloerkasten: De meest overzichtelijke distributieroute begint bij de technische kast op vloerniveau (toegankelijk via de witte vierkante deur aan de linkerwand naast de lift). Let op: de kastdeuren op de 2e en 3e verdieping worden momenteel gerepareerd; zodra ze weer in orde zijn, zijn de sleutels verkrijgbaar via de centrale sleutelkast in de garage.","Acheminement depuis les armoires au rez-de-chaussée : le parcours de distribution le plus simple part de l&#x27;armoire technique située au rez-de-chaussée (accessible derrière la porte carrée blanche sur le mur de gauche, à côté de l&#x27;ascenseur). Remarque : les portes des armoires des 2e et 3e étages sont actuellement en attente de réparation ; une fois celles-ci réparées, les clés d&#x27;accès seront disponibles dans la boîte à clés centrale du garage."
internet:internet_step_4,"Pulling Cable Down to Level -1: From the designated floor cabinet, guide the fiber patch cable downward toward the -1 garage level. Open the white junction box mounted on the ceiling to the left of the elevator (see Photo 4), which leads straight into the main technical room.","Tender el cable hasta el nivel -1: Desde el armario de planta designado, guía el cable de conexión de fibra óptica hacia abajo, en dirección al nivel -1 del garaje. Abre la caja de conexiones blanca instalada en el techo, a la izquierda del ascensor (véase la foto 4), que da acceso directo a la sala técnica principal.","Kabel naar niveau -1 trekken: Leid de glasvezel-patchkabel vanuit de daarvoor bestemde vloerkast naar beneden, richting garageniveau -1. Open de witte aansluitdoos die links van de lift aan het plafond is bevestigd (zie foto 4); deze komt rechtstreeks uit in de hoofdtechnische ruimte.","Acheminement du câble jusqu&#x27;au niveau -1 : À partir de l&#x27;armoire au sol prévue à cet effet, faites passer le câble de raccordement à fibre optique vers le bas, en direction du niveau -1 du parking. Ouvrez le coffret de dérivation blanc fixé au plafond à gauche de l&#x27;ascenseur (voir photo 4), qui donne directement sur la salle technique principale."
internet:internet_step_5,"Apartment Ingress: The subscriber end of the fiber line enters the apartment via the hidden internal technical cabinet positioned immediately adjacent to the main entry door (see Photo 3).","Acceso a la vivienda: El extremo de la línea de fibra óptica destinado al abonado entra en la vivienda a través del armario técnico interno oculto situado justo al lado de la puerta de entrada principal (véase la foto 3).","Toegang tot het appartement: Het abonnee-uiteinde van de glasvezelkabel komt het appartement binnen via de verborgen interne technische kast die direct naast de hoofdingang is geplaatst (zie foto 3).","Accès à l&#x27;appartement : l&#x27;extrémité côté abonné de la ligne à fibre optique pénètre dans l&#x27;appartement par l&#x27;armoire technique interne dissimulée, située juste à côté de la porte d&#x27;entrée principale (voir photo 3)."
internet:internet_text,"Comprehensive information regarding fiber optics (FTTH), splitter box capacity, local routing, and technician installation guidelines.","Información detallada sobre fibra óptica (FTTH), capacidad de las cajas divisoras, enrutamiento local y directrices de instalación para los técnicos.","Uitgebreide informatie over glasvezel (FTTH), de capaciteit van splitterkasten, lokale routering en installatierichtlijnen voor technici.","Informations complètes concernant la fibre optique (FTTH), la capacité des boîtiers de répartition, le routage local et les consignes d&#x27;installation destinées aux techniciens."
internet:internet_title,"Internet & Telecom Infrastructure","Infraestructura de Internet y telecomunicaciones","Internet- en telecominfrastructuur","Infrastructures Internet et de télécommunications"
internet:internet_type,"Connection Type: High-speed Fiber Optic (FTTH)","Tipo de conexión: Fibra óptica de alta velocidad (FTTH)","Aansluitingstype: hogesnelheidsglasvezel (FTTH)","Type de connexion : fibre optique haut débit (FTTH)"
internet:nav_about,"About","Acerca de","Over","À propos"
internet:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
internet:nav_documents,"Documents","Documentos","Documenten","Documents"
internet:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
internet:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
internet:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
internet:nav_garage,"Garage & Gate","Garaje y puerta","Garage &amp; Poort","Garage et portail"
internet:nav_home,"Home","Inicio","Home","Accueil"
internet:nav_insurance,"Insurance","Seguros","Verzekering","Assurance"
internet:nav_internet,"Internet","Internet","Internet","Internet"
internet:nav_keys,"Technical Room Keys","Claves técnicas de sala","Sleutels voor technische ruimtes","Clés des locaux techniques"
internet:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
internet:nav_water,"Water","Agua","Water","Eau"
internet:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
keys:keys_contacts_title,"1. Key & Locksmith Contacts","1. Contactos de cerrajeros y servicios de llaves","1. Contactgegevens voor sleutels en slotenmakers","1. Coordonnées des serruriers et des fabricants de clés"
keys:keys_elec_holder,"Key Holder: Key safe / Property Manager / Utility company.","Responsable de las llaves: Caja fuerte para llaves / Administrador de la finca / Empresa de servicios públicos.","Sleutelbeheerder: Sleutelkluis / Vastgoedbeheerder / Nutsbedrijf.","Détenteur des clés : coffre-fort à clés / gestionnaire immobilier / fournisseur d&#x27;énergie."
keys:keys_elec_loc,"Location: Outdoor, located at the entrance to the underground car park on the right-hand side.","Ubicación: Al aire libre, situado a la derecha, a la entrada del aparcamiento subterráneo.","Locatie: Buiten, aan de rechterkant bij de ingang van de ondergrondse parkeergarage.","Emplacement : à l&#x27;extérieur, à l&#x27;entrée du parking souterrain, sur la droite."
keys:keys_elec_purpose,"Purpose: Main electrical panels, smart digital utility meters, and general circuit breakers.","Finalidad: Cuadros eléctricos principales, contadores digitales inteligentes de servicios públicos e interruptores automáticos generales.","Doel: Hoofdschakelkasten, slimme digitale energiemeters en algemene stroomonderbrekers.","Utilisation : tableaux électriques principaux, compteurs numériques intelligents et disjoncteurs généraux."
keys:keys_elec_title,"Main Electricity Cabinet","Armario eléctrico principal","Hoofdschakelkast","Armoire électrique principale"
keys:keys_locksmith_email,"Email: munozcerrajeros@gmail.com","Correo electrónico: munozcerrajeros@gmail.com","E-mail: munozcerrajeros@gmail.com","E-mail : munozcerrajeros@gmail.com"
keys:keys_locksmith_hours,"Service: 24/7 Emergency Service","Servicio: Servicio de emergencia 24 horas al día, 7 días a la semana","Dienst: 24/7 noodhulpdienst","Service : Service d&#x27;urgence 24 h/24, 7 j/7"
keys:keys_locksmith_name,"Muñoz Cerrajeros","Muñoz Cerrajeros","Muñoz Slotenmakers","Muñoz Serruriers"
keys:keys_locksmith_phone,"Phone: +34 622 68 68 77","Teléfono: +34 622 68 68 77","Telefoon: +34 622 68 68 77","Téléphone : +34 622 68 68 77"
keys:keys_locksmith_title,"24h Local Locksmith (Vera)","Cerrajero local 24 horas (Vera)","24-uurs lokale slotenmaker (Vera)","Serrurier local disponible 24h/24 (Vera)"
keys:keys_locksmith_whatsapp,"WhatsApp: +34 622 68 68 77","WhatsApp: +34 622 68 68 77","WhatsApp: +34 622 68 68 77","WhatsApp : +34 622 68 68 77"
keys:keys_manager_contact_francisca,"Key Holder (App 3A/4A - Francisca): +34 677 549 202 (WhatsApp only)","Responsable de llaves (App 3A/4A - Francisca): +34 677 549 202 (solo WhatsApp)","Sleutelbeheerder (App 3A/4A - Francisca): +34 677 549 202 (alleen via WhatsApp)","Responsable des clés (App 3A/4A - Francisca) : +34 677 549 202 (WhatsApp uniquement)"
keys:keys_manager_contact_rudi,"Key Holder (App 3B - Rudi): +32 488 421 402","Responsable de llaves (Anexo 3B - Rudi): +32 488 421 402","Sleutelbeheerder (App 3B - Rudi): +32 488 421 402","Responsable des clés (Annexe 3B - Rudi) : +32 488 421 402"
keys:keys_manager_name,"Building Management (Vera)","Gestión de edificios (Vera)","Gebouwbeheer (Vera)","Gestion des bâtiments (Vera)"
keys:keys_manager_title,"Property Management & Technical Key Holders","Gestión inmobiliaria y responsables técnicos de llaves","Vastgoedbeheer en technische sleutelbeheerders","Gestion immobilière et responsables techniques des clés"
keys:keys_page_subtitle,"Emergency contacts, locksmith details, and locations of technical cabinets and key holders.","Contactos de emergencia, datos del cerrajero y ubicación de los armarios técnicos y de los responsables de las llaves.","Contactgegevens voor noodgevallen, gegevens van de slotenmaker en de locaties van technische kasten en sleutelhouders.","Coordonnées des personnes à contacter en cas d&#x27;urgence, coordonnées du serrurier et emplacements des armoires techniques et des porte-clés."
keys:keys_page_title,"Keys & Access","Llaves y acceso","Sleutels en toegang","Clés et accès"
keys:keys_tech_intro,"Exact locations and key access for all building technical systems.","Ubicaciones exactas y claves de acceso para todos los sistemas técnicos del edificio.","De exacte locaties en de sleutels voor alle gebouwtechnische systemen.","Emplacements précis et clés d&#x27;accès pour l&#x27;ensemble des installations techniques du bâtiment."
keys:keys_tech_title,"2. Technical Cabinets & Infrastructure","2. Armarios técnicos e infraestructura","2. Technische kasten en infrastructuur","2. Armoires techniques et infrastructures"
keys:keys_tel_holder,"Key Holder: Rudi (App 3B) / Francisca (App 3A/4A) / Telecom installer.","Responsables de las llaves: Rudi (apartamento 3B) / Francisca (apartamentos 3A y 4A) / Instalador de telecomunicaciones.","Sleutelbeheerder: Rudi (App 3B) / Francisca (App 3A/4A) / Telecominstallateur.","Responsables des clés : Rudi (appartement 3B) / Francisca (appartements 3A et 4A) / Installateur télécoms."
keys:keys_tel_loc,"Location: Back / far end of the underground car park (basement level -1).","Ubicación: Parte trasera / extremo más alejado del aparcamiento subterráneo (planta -1).","Locatie: Achterin / helemaal achteraan de ondergrondse parkeergarage (kelderverdieping -1).","Emplacement : au fond du parking souterrain (niveau -1)."
keys:keys_tel_purpose,"Purpose: Main fibre distribution splitters (Avanza 1:8), TV amplifiers, and telecom network risers.","Finalidad: Distribuidores principales de fibra óptica (Avanza 1:8), amplificadores de televisión y conductos verticales de redes de telecomunicaciones.","Doel: Hoofdverdelers voor glasvezel (Avanza 1:8), tv-versterkers en stijgleidingen voor telecommunicatienetwerken.","Utilisation : Répartiteurs principaux de fibres optiques (Avanza 1:8), amplificateurs TV et colonnes montantes de réseaux de télécommunications."
keys:keys_tel_title,"Telecommunications Room (RITI)","Sala de telecomunicaciones (RITI)","Telecommunicatieruimte (RITI)","Salle des télécommunications (RITI)"
keys:keys_water_holder,"Key Holder: Key safe / Property Manager / Galasa technicians.","Responsables de las llaves: Caja fuerte de llaves / Administrador de la finca / Técnicos de Galasa.","Sleutelbeheerder: Sleutelkluis / Vastgoedbeheerder / Technici van Galasa.","Détenteurs des clés : coffre-fort à clés / gestionnaire immobilier / techniciens Galasa."
